0.7351,-0.13832,0.018571,0.15225,0.11986,-0.031248,0.17194,0.079658,0.43427,0.058499,-0.2047,-0.51715,-0.37497
-0.83536,-0.31272,-0.14494,-0.023534,-0.22208,0.032783,0.2249,0.020569,-0.037659,0.066436,-0.10139,-0.33927,0.47085
-0.69733,-0.34232,-0.097589,-0.13362,-0.50466,-0.0094566,-0.10879,-0.13872,0.00028327,0.068373,-0.29073,-0.065458,0.022086
-0.32664,-0.37842,-0.11514,-0.090142,0.062834,0.064687,-0.23403,-0.54015,-0.25171,-0.15593,-0.77325,-0.56084,-0.26285
0.42263,-0.25803,-0.24858,-0.064192,-0.09027,-0.22804,-0.26471,-1,-0.019129,-0.17601,0.32801,0.023593,-0.16251
0.35367,-0.25575,-0.3385,-0.053163,0.38022,-0.16497,-0.084232,-0.48609,-0.31305,-0.54786,-0.3833,-0.3968,-0.18044
0.23102,0.22921,-0.51922,-0.075237,0.23609,-0.055769,-0.36285,-0.13603,-0.37163,-0.54915,-0.30518,0.22801,-0.15196
0.85774,0.34036,0.14923,-0.19134,-0.35684,-0.61472,-0.12438,0.34006,-0.5665,0.11382,0.37007,-0.45679,0.067547
-0.061255,-0.010199,-0.16586,-0.069269,-0.51089,-0.10089,-0.035551,0.18766,0.18646,-0.25975,0.56672,1.0041,-1
0.46461,-0.21878,0.89722,-0.10412,-0.41327,-0.55437,0.061212,1.3416,0.0060567,-0.48621,0.12661,-0.15882,-0.23776
-0.27921,0.17421,-0.28878,-0.087886,-0.54543,0.38292,-0.43409,0.48739,-0.067817,-0.40972,0.51092,-0.077514,-0.46341
-0.16469,0.36122,-0.75017,-0.040682,-0.14551,0.21525,-0.068362,-0.28504,0.045335,-0.4247,0.42446,0.70487,-0.32501
-0.22156,-0.0038696,-0.65973,-0.088296,-0.3902,-0.039029,-0.092984,-0.060534,-0.15068,-0.092181,0.20448,0.42492,-0.2853
-0.46882,0.43546,0.087703,0.046508,-0.019136,-0.33265,0.029783,-0.16951,0.18086,-0.60101,-0.0003044,0.50389,-0.14444
-0.017529,0.16523,0.94137,0.12342,0.89584,0.15238,-0.087873,0.00030974,0.078664,-0.15073,0.46142,0.2398,0.32374
-0.38874,0.033919,1.5548,0.032004,0.073108,-0.068945,-0.075808,0.11283,0.033119,-0.054853,-0.05249,0.64109,0.042705
0.11437,-0.047673,1.5705,-0.076145,-0.059193,-0.31675,-0.14694,-0.06241,-0.27,-0.062039,0.61505,0.070951,0.94511
-0.12706,-0.22459,-0.45766,-0.0031586,-0.2452,-0.47484,-0.12164,-0.27499,-0.13545,-0.32218,0.19691,0.083053,0.027124
0.20707,-0.49169,-0.79288,-0.042416,0.15832,0.19419,0.091791,0.78906,0.65399,0.62505,-0.23897,-0.080713,0.44225
0.62523,0.33876,-0.38207,-0.043523,-0.091547,0.15096,0.022635,0.28925,0.05853,0.52573,0.30687,0.50721,0.38873
0.15347,-0.68593,0.13384,0.13531,-0.093969,0.24351,0.13084,0.0021939,0.51896,0.53001,-0.10098,-0.20854,0.32451
-0.34796,0.11994,-0.029809,0.13952,0.29622,0.65134,0.29457,-0.75532,-0.18886,1.2089,0.022687,-0.62017,-0.18365
0.28914,0.49729,-0.30682,0.095223,0.50631,-0.021651,0.43656,0.17864,0.20346,0.58375,-0.16078,-0.4884,0.42439
-0.29296,0.24559,-0.6331,0.085884,0.59817,0.27982,0.61407,-0.032962,0.025271,0.30623,-1,-0.25556,0.24693
-0.22495,0.4271,0.57761,0.3766,0.36121,0.64548,0.16394,0.11251,-0.052788,0.20558,-0.52215,-0.20547,0.046344
2.0382,1.6455,20.562,2.7726,4.4488,-0.1294,3.0165,5.2529,1.9576,3.3922,2.6618,1.8208,1.6457
2.7282,1.1382,15.587,2.463,7.7613,0.26023,3.7145,7.289,2.3844,4.3388,3.6398,2.3304,3.0109
1.4303,0.31829,13.541,2.9017,7.6255,0.096484,3.0263,5.6585,1.3614,3.2014,2.7926,1.2634,2.5743
2.2223,0.087484,11.313,3.2758,7.4222,0.61238,2.0443,5.3296,1.0011,3.8199,2.7168,0.6511,1.8343
2.318,0.13478,8.7569,3.1174,6.7624,0.56652,1.686,3.3607,1.5322,3.0945,2.4133,0.53232,1.3377
1.1007,-0.42638,5.8216,2.8478,6.1887,-0.37457,0.94829,3.0261,1.057,2.5197,2.0642,1.6236,1.1292
0.92773,-0.48365,7.2825,2.5062,5.0209,0.66646,0.89419,2.6445,1.2721,2.6838,1.6545,0.55396,0.44342
0.68135,-0.57308,7.518,1.6601,4.4664,-0.018992,0.40575,1.6821,1.2117,1.9146,1.5699,0.48418,0.5301
0.61031,-0.53692,4.7969,1.1525,4.4721,0.18791,0.29855,2.0959,0.6096,1.7004,1.5016,0.41937,0.51183
1.149,-1,4.553,0.5949,4.667,0.33175,0.066317,1.0096,0.45297,2.3347,1.6564,0.30605,0.42847
0.67744,-0.40588,7.2647,0.38921,3.8438,0.035195,-0.22671,1.2313,0.72578,1.618,1.5627,0.30206,0.55164
0.20327,-0.36482,4.8647,0.58972,4.1639,0.08243,-0.031582,0.97511,0.56962,1.8479,1.2328,0.10676,0.1865
0.33232,-0.30344,6.726,1.0965,3.6527,0.50874,-0.22199,1.6127,0.39432,1.7391,1.2372,1.2433,0.10097
0.47821,-0.53058,3.037,1.0301,3.5246,-0.126,-0.61482,1.6685,0.23159,1.3231,1.0404,0.50456,0.45228
1.0919,-0.2231,2.7704,0.87079,3.2327,0.014407,-0.31344,1.7671,0.82865,1.9555,0.9403,-0.058792,0.1234
0.70897,-0.3435,2.2135,0.66203,3.1724,0.25548,-0.31013,1.7342,0.19745,2.5193,0.4144,-0.20741,-0.058774
1.5679,-0.46134,1.9583,1.1298,3.1984,0.3866,0.17425,2.3688,0.15158,0.99314,0.61096,0.91922,0.05195
1.6907,-0.34665,1.5455,1.3593,2.757,0.3066,-0.15056,2.1117,-0.022612,0.46801,0.77157,1.1738,0.12273
1.5266,-0.34125,0.58493,1.1214,1.9764,-0.26831,-0.1615,2.5072,-0.093559,0.40798,0.55968,0.4643,0.21814
1.6725,-0.58143,0.79737,0.98192,1.7528,0.42348,-0.088206,2.3243,-0.25856,-0.21231,0.51208,0.46869,-0.14465
1.3152,-0.26136,-0.38224,0.89204,2.0719,0.16353,-0.16666,1.6055,-0.2783,-0.098052,0.79406,0.8177,0.088383
1.2831,-0.43639,0.20203,0.66017,2.286,0.15437,-0.17885,2.5261,-0.12484,0.070844,0.79812,1.6618,0.047058
1.8792,-0.037504,0.8755,0.40903,2.0106,0.15544,-0.16161,1.7844,-0.22519,-0.074478,0.51426,1.4828,-0.0071898
1.1572,-0.13407,-0.21794,0.028104,1.7113,0.9701,-0.058956,1.3855,0.0653,0.51836,0.89348,0.9641,0.22856
0.36203,0.020016,-0.039911,-0.16553,1.9906,0.23223,-0.024676,1.0364,0.013649,0.098144,0.48235,0.23905,-0.12993
0.98517,-0.11943,1.907,0.043447,1.503,0.20231,0.26777,2.4972,-0.12476,0.80628,2.1836,0.95469,-0.42896
0.012864,0.62325,0.085124,-0.2482,1.9778,0.83513,-0.17319,1.1706,-0.48091,2.0238,2.4622,-0.024454,0.011714
-0.063666,0.26449,-1,-0.291,1.2534,0.57261,-0.37212,0.94936,-0.68174,1.9808,1.9081,0.63671,-0.29045
-0.45686,-0.11018,0.022371,-0.35205,0.74785,0.3738,-0.64999,0.37705,-0.83084,1.3638,1.623,-0.035109,-0.69847
-0.24315,0.15389,-0.33396,-0.42361,0.8938,1.1276,-0.58866,0.21892,-0.66844,0.79991,1.0605,0.070528,-0.41877
-0.83555,-0.33787,0.30475,-0.43435,0.40431,1.0861,-0.65048,0.2944,-0.51819,0.32167,0.89445,1.0323,-0.53174
-0.86422,-0.027901,-0.37005,-0.44912,0.24817,0.86211,-0.39861,0.54707,-0.47513,0.78487,0.35323,1.3846,-0.53203
-0.61704,-0.19618,-0.1121,-0.54893,-0.69243,1.169,-0.44296,0.56803,-0.832,0.65189,1.0255,1.1958,-0.78412
-0.95083,-0.20847,0.29576,-0.80281,-0.24101,0.46915,-0.82094,0.72083,-0.74779,0.63449,0.7123,0.87952,-0.82256
-0.80102,0.0098011,-0.068473,-0.84681,-0.56051,0.73948,-1,0.61978,-0.30737,-0.16954,0.016971,-0.10051,-0.68557
-0.30625,0.033008,-0.69016,-0.82538,-0.64648,0.86071,-0.55769,0.4749,-0.57523,-0.4454,1.0815,-0.60279,-0.41643
0.36301,0.068221,-0.2523,-0.89851,-0.9941,0.75119,-0.72501,0.94375,-0.64084,-0.74704,0.41039,-0.34281,-0.75835
0.12434,-0.15691,-0.069983,-1,-0.82109,0.45036,-0.65755,0.79326,-0.47826,-1,1.4123,-0.27722,0.086628
