-0.00048323,1.8715,0.19188,0.14912,0.31352,-0.40234,-0.57826,0.11128,1.2001,0.042062
-0.32192,1.3352,-0.099105,0.053916,0.30729,-0.34604,-0.89089,-0.085303,0.25939,-0.0080581
0.14301,0.53372,-0.37201,0.0064133,0.29734,-0.46287,-1,0.16047,0.59281,0.0093212
-0.34091,0.040617,-0.056541,-0.42032,0.17957,-0.54119,-0.54134,-0.16496,1.2239,0.26741
-0.56898,-0.48162,0.43964,0.0092355,-0.13158,-0.60735,-0.43927,-0.063508,0.45353,0.22972
-0.4565,-0.69269,-0.018617,0.099505,-0.083735,-0.19109,-0.064337,0.17665,0.82648,0.20156
-0.14569,-1,-0.016956,0.025156,-0.0078412,0.1192,-0.16277,0.037416,-0.3843,0.50011
-0.53253,-0.85205,0.1226,0.38682,-0.24175,0.32809,0.017202,-0.056781,-0.15764,1.028
0.049589,-0.29603,-0.12308,0.42846,-0.96985,0.23266,0.70395,-0.06186,-1,0.57743
-0.057735,-0.58038,-0.22471,0.31073,-0.96565,0.07823,1.0282,0.042111,0.35921,0.34158
0.31938,-0.46392,0.090876,0.525,-0.39143,0.84229,0.76364,-0.31617,-0.83962,0.56267
-0.18227,-0.38533,0.24244,0.061895,-0.51768,1.1467,0.60288,-0.47471,-0.34558,0.98445
-0.044706,-0.18316,0.14889,0.64551,-0.3577,0.61358,0.40138,-0.27703,-0.87256,0.85796
0.17175,0.52506,0.38599,0.69415,-1,0.58664,0.55733,0.055911,-0.49178,0.40186
-0.070702,-0.044522,0.16812,-0.1341,-0.51382,0.37225,0.27996,-0.21777,-0.66855,0.17841
0.19561,-0.0034695,-0.22161,-0.17078,-0.14334,-0.16091,0.1535,0.54137,-0.21483,-0.046474
0.41999,-0.19832,-0.23413,-0.31229,-0.028887,-0.39437,-0.045755,0.040696,0.14534,-0.35644
0.04299,0.42861,-0.81818,-0.37994,0.536,-0.20388,-0.52718,-0.32907,0.097321,-0.30411
0.25939,0.66195,-0.20688,-0.24935,0.24383,-0.22795,-0.38596,0.45298,-0.25081,-0.40849
-0.21411,0.3636,-0.69547,-0.37893,0.67029,-0.16681,-0.27445,0.14194,0.051201,-0.64699
0.20132,-0.19092,0.24298,-0.6242,0.54232,-0.10303,0.044447,0.1499,0.26117,-0.82319
-0.12939,-0.69629,0.1492,-0.40924,0.75849,-0.30628,0.43835,0.16941,-0.031394,-0.81403
-0.13387,0.25093,0.41383,0.007128,0.71245,-0.017625,0.45463,-0.11019,-0.16363,-0.94634
0.48724,0.2233,-0.15718,-0.22949,0.22921,-0.21544,-0.22995,0.1036,0.11498,-1
0.90952,-0.16583,0.64803,-0.0944,0.56295,0.027536,-0.30526,-0.026378,-0.16474,-0.82846
2.1714,3.2961,2.0086,2.7287,1.327,2.0001,5.5298,1.1083,2.6721,-0.71901
3.3105,4.726,3.5612,1.8761,0.51768,1.8662,5.6603,0.54587,2.5085,-0.4009
1.7112,4.3581,3.372,0.74513,0.74015,0.88108,4.5654,-0.0044773,2.7417,0.075196
1.8221,3.5965,2.5357,1.2263,0.70328,0.77131,4.6175,0.33258,1.3463,0.34098
1.0691,2.78,1.9603,0.96148,0.95873,0.66564,4.0002,0.12285,0.87988,0.60917
1.8151,2.5623,1.8946,0.99615,0.62883,0.50392,3.1647,-0.31256,1.9603,0.43507
1.1183,2.2718,2.0875,1.2794,0.88243,0.3484,2.1808,0.30618,1.2242,0.43294
1.6823,1.5658,2.0888,0.58613,0.93632,0.25508,2.4027,0.048509,1.5863,0.56582
1.8132,1.8905,2.0081,0.30898,1.4438,0.40687,1.9396,0.21316,2.1307,0.68001
1.6057,1.9169,1.4412,0.52748,0.94493,0.061261,1.5009,-0.05236,0.97102,0.55485
0.8359,2.1754,2.5055,0.26585,0.51134,0.082253,1.2048,0.32102,1.3935,0.43318
0.98577,2.0402,2.7575,0.43968,0.64784,0.22197,0.89238,-0.048689,1.3527,0.34944
0.52413,1.9089,2.0932,0.91226,0.93638,0.23675,0.67589,-0.12196,0.24009,0.50632
1.3472,1.4978,1.706,0.55037,1.1455,0.1965,1.241,0.24406,0.1601,0.22531
1.3842,1.2392,1.5137,0.36166,0.38462,0.2123,0.4622,-0.33606,-0.015214,0.33909
0.35256,1.3548,1.7178,0.059696,0.43755,0.27185,0.42677,-0.68189,0.59539,0.038393
1.034,1.515,2.7225,0.22143,0.60713,0.19214,0.53632,-0.22036,1.0155,0.0029851
0.68471,0.91667,1.818,-0.30777,0.49975,0.15947,0.47303,-1,0.097182,0.041997
0.67448,0.51599,1.4771,-0.087288,0.32507,0.10353,0.62348,-0.12542,0.5743,0.045425
0.57904,0.6663,1.1939,0.20096,0.34846,0.17544,0.30777,-0.39906,0.16303,-0.33131
1.2971,0.57372,1.4981,-0.088446,0.35336,0.19117,0.29524,0.27685,0.16445,-0.5788
0.64721,0.345,1.2728,0.53487,0.35748,0.029603,0.46702,-0.16812,-0.068325,-0.57073
0.55794,0.11613,1.0774,0.65456,0.34219,0.26183,0.73369,-0.72653,-0.036147,-0.4792
0.31412,0.16557,1.0423,0.179,0.51486,0.15501,0.2236,-0.88027,-0.25753,-0.14903
0.52247,0.15779,0.56146,-0.26294,0.41603,0.17805,0.18409,-0.61604,0.51182,-0.20258
0.70787,0.87152,0.71594,-0.092617,0.50991,0.25513,0.40185,0.40608,3.1272,0.9443
0.62351,1.2447,0.40179,0.40243,0.67994,0.27822,0.14643,-0.11454,3.4439,1.1712
0.55337,0.7108,0.017895,-0.029569,0.35885,0.40619,0.29834,-0.18523,0.68193,1.2485
0.78308,1.4755,0.059605,-0.20512,-0.42926,0.29677,0.20077,-0.2438,0.31852,1.2281
0.61314,1.7081,-0.076744,-0.36169,0.6287,0.2723,0.066167,0.012938,0.32405,1.4411
0.35596,1.645,0.34798,-0.037168,-0.0042566,0.2492,0.55671,0.62522,0.27662,1.7806
0.4778,1.4485,0.50825,0.12889,0.64942,0.25905,1.3425,0.12632,0.97887,2.1653
-0.19114,1.3651,0.52274,-0.33604,-0.18647,0.31785,1.1751,0.0043909,0.23741,1.6999
0.068395,0.69139,0.011811,-0.13344,0.0089924,0.36025,1.859,-0.047288,0.19177,1.2453
-0.23046,0.84105,0.30032,-0.19017,0.009629,0.61558,1.9121,0.23818,0.92342,0.4786
0.42252,0.98225,0.20822,-0.092425,0.043621,0.76732,2.0657,0.20808,0.68559,-0.0085456
0.19538,1.3603,0.20571,-0.11324,0.44694,0.7937,1.823,-0.073098,0.79789,0.14124
-0.11602,1.1181,0.21274,-0.52177,-0.083542,1.02,1.2819,0.03231,1.0659,0.12941
-0.51002,1.0662,0.13177,-1,-0.083984,0.80024,1.6927,-0.38582,1.316,0.00014477
0.45117,1.4085,0.29649,-0.50484,-0.49954,0.51978,1.5293,-0.47075,0.49248,0.083898
-0.225,1.2186,0.54567,-0.61277,-0.12104,0.43057,1.1309,-0.53878,0.62261,-0.03052
0.19143,1.4642,-0.26728,-0.54848,0.083734,0.16183,0.80187,-0.25261,0.43044,0.1948
-0.099451,1.2982,-0.46345,-0.73171,0.48196,0.2492,0.25789,-0.32029,0.52565,0.03006
-0.26655,1.0591,-0.46283,-0.54695,0.30489,0.17539,0.12047,-0.1175,0.90811,-0.29553
-0.70714,0.84877,-0.022039,-0.093505,0.26052,0.25291,0.114,-0.11063,-0.63412,0.43136
-0.52364,0.70672,-0.43552,-0.34409,0.58609,0.19071,0.051476,-0.11627,-0.099366,0.85061
-0.16809,1.122,-0.55774,-0.83462,-0.17344,0.040963,-0.58034,-0.17365,0.39997,0.46637
-0.1938,0.6417,-0.41044,-0.7828,0.14685,0.10665,-0.59143,-0.44422,0.41927,-0.093179
-0.031071,0.99456,-0.81847,-0.11424,-0.011682,0.1672,-0.59537,-0.22194,0.096038,0.11939
0.1943,1.1159,-1,0.059964,-0.1343,0.13833,-0.33848,-0.11857,0.45378,0.46832
-0.71589,0.82369,-0.45575,-0.18838,-0.44736,-0.010365,-0.31339,-0.28893,0.5797,0.2388
0.37528,0.45596,-0.34635,0.60107,-0.73801,-0.14548,-0.51526,-0.22373,0.95175,0.18794
-0.1409,0.32475,-0.12006,0.83057,-0.082097,-0.14652,-0.0052409,0.0468,-0.194,0.21017
-1,0.016929,0.31694,0.40239,0.28101,-0.21564,-0.14969,0.32782,0.63615,0.37155
-0.79884,0.31205,0.37942,1.1349,-0.13619,-0.088918,0.087478,0.20728,-0.83843,0.38673
0.096313,-0.069049,0.3442,0.71213,0.30528,-0.060925,0.058897,-0.17539,0.6487,0.72595
-0.28702,-0.58988,-0.12213,0.3212,0.17299,-0.29767,0.02436,-0.28207,0.19373,0.56331
0.0018366,-0.55136,-0.0023047,0.7798,-0.05088,-0.36325,0.00096057,-0.71317,0.20738,0.71281
0.12194,-0.18432,-0.028349,0.14228,0.17923,-0.4237,-0.16527,0.038768,1.2174,0.69163
-0.21878,-0.20066,0.094765,0.51923,-0.21767,-0.32424,-0.13199,-0.17624,-0.48597,0.67975
-0.046795,-0.2684,0.28209,-0.20395,0.022123,-0.17888,0.16791,-0.2571,-0.19021,1.1567
-0.038641,0.25262,0.50641,-0.60037,-0.33632,-0.2058,0.10454,0.42449,0.36682,0.87963
0.21849,-0.26202,-0.23011,-0.026243,0.050326,-0.057674,0.083962,0.17948,-0.037751,0.74054
-0.59271,-0.34198,0.27734,-0.0098391,0.24057,0.18717,0.0085688,-0.026341,-0.92954,0.40063
-0.28709,-0.26541,0.13003,-0.14578,8.9263e-05,0.44328,-0.11143,0.43482,-0.43426,0.3482
