-0.59831,-0.01531,0.15428,-0.0048579,-0.026848,-0.11091,0.14295,0.19016,0.22561,0.07748,0.52977,-0.0010829
-0.5501,0.024014,-0.071295,0.1265,0.024492,-0.16241,0.048457,0.067587,-0.039574,-0.067009,0.066517,-0.1034
-0.27937,-0.097426,0.023055,0.017505,0.070631,-0.024484,-0.0013603,0.078194,-0.076965,-0.1119,-0.36836,-0.11046
0.055955,-0.085891,0.084284,-0.24615,0.085163,0.099835,-0.026622,0.029855,0.011936,-0.10562,-0.71981,-0.039673
0.26327,0.18037,0.13449,-0.044448,0.00051636,0.22963,-0.11947,-0.016927,0.032848,-0.013265,-0.18108,0.071815
0.26419,0.22457,-0.17308,0.20117,-0.025602,0.22528,-0.25256,-0.030025,-0.078854,0.16634,0.12212,0.1678
0.5501,-0.0685,-0.015944,0.080337,-0.035764,0.13386,-0.10007,-0.16946,-0.051042,0.23255,-0.10583,0.18118
0.89675,-0.13011,0.021672,-0.041816,-0.055927,0.11392,-0.034365,-0.12124,-0.090684,0.14963,0.24815,0.10427
0.87228,-0.005126,0.003865,-0.033746,-0.0062578,0.081305,-0.13914,-0.058932,-0.24081,0.081377,0.35094,0.12844
0.52391,-0.033431,0.018678,0.0067777,0.069352,0.11208,-0.04133,-0.049002,-0.1884,0.118,0.69815,0.14755
0.60676,-0.14242,0.044528,-0.017071,0.10521,0.01694,0.10316,-0.02702,-0.20387,0.093343,0.69032,0.082622
-0.022655,-0.24753,0.2489,0.10335,0.22001,-0.029547,0.13504,0.033798,-0.12828,0.093639,0.70941,0.093751
0.32144,-0.081584,0.57497,-0.005869,0.069089,-0.045641,0.11714,0.015104,0.091883,0.067075,0.86357,0.023979
-0.24099,0.0060382,0.50543,0.01684,0.05983,-0.083443,0.1178,-0.0096464,0.036921,-0.012919,0.39641,-0.020664
-0.031971,-0.2147,0.14452,-0.020141,0.0027813,-0.092054,0.2108,-0.038147,0.1213,-0.14495,0.34854,-0.022092
0.31348,-0.23799,0.15275,0.12034,0.0035943,0.006226,0.099869,0.053888,0.14299,-0.090986,0.37857,-0.040005
0.042291,0.095708,0.11754,0.21011,0.093704,-0.032226,0.1401,0.13392,0.16974,-0.093294,0.064953,-0.015371
-0.19214,0.13752,-0.16345,0.048647,-0.040419,-0.040969,0.17302,0.11099,0.17382,-0.11474,-0.064197,0.025168
-0.31142,0.048837,-0.29225,0.061619,0.06293,-0.017234,-0.0034094,0.1985,0.15553,-0.050566,-0.17624,0.14216
-0.67273,-0.16033,-0.36863,-0.072101,0.012936,0.047432,-0.088447,0.088673,0.014966,0.013678,-0.35906,-0.01912
-0.75148,-0.10695,-0.11548,-0.14379,-0.041169,-0.0077417,-0.090893,-0.011498,-0.04369,0.019691,-0.53425,-0.071651
