0.11379,1.1894,-0.74485,1.129,-0.323,0.77037,-0.48323,0.46276,0.66136,-0.9939,-0.77867,-1
0.026036,0.18006,-0.47051,0.79298,0.68109,0.47728,0.15687,0.40402,0.044622,-1,-0.63844,-0.37074
0.24802,-0.081071,0.76,0.44706,1.2732,0.81018,0.24479,0.21722,-0.37097,-0.52955,-0.30339,-0.24492
0.0080524,-0.39573,1.303,0.0031648,1.0955,1.0718,-0.536,0.37089,-0.65359,-0.76993,-0.11451,-0.28394
0.21942,-0.31289,0.96533,-0.0075992,0.61238,0.29358,-0.35161,-0.19595,-0.68765,-0.74257,-0.21937,0.078454
0.20569,-0.59196,0.012227,-0.18392,0.13067,-0.75784,0.83738,-0.35472,-1,-0.48482,-0.037899,0.54866
-0.64834,-0.76888,-0.27071,-0.11083,-1,-1,1.001,-0.76849,-0.66158,-0.26415,0.19901,0.63484
-0.77937,-0.58137,-0.87507,-0.29317,-0.95874,-0.87325,-0.22499,-0.72488,-0.67969,0.028575,0.26576,0.54032
-0.54711,-0.58286,-1,-0.28113,-0.31555,-0.52109,-0.19337,-0.4127,0.58663,0.16013,0.26947,0.80514
-0.19407,-0.41002,-0.85766,-0.31659,0.17991,-0.52743,-0.5119,-0.4988,2.6836,0.41212,0.36186,0.58746
-0.25926,-0.50164,-0.77474,-0.096652,0.085689,-0.25831,-0.67733,-0.37725,2.3344,0.39887,0.54401,0.60869
0.11108,-0.58699,-0.55374,-0.16749,0.34742,-0.20899,-0.883,-0.46077,2.0395,0.5309,0.38877,0.34475
0.3871,-0.69364,-0.10602,-0.20076,-0.037904,-0.30354,-0.90136,-0.49843,1.176,0.4231,0.50064,0.31564
0.23041,-0.34574,1.2171,-0.10183,-0.03087,0.47145,-0.8115,-0.16861,0.74622,0.34361,0.53892,0.074315
0.44587,-0.14529,1.2107,-0.31735,0.3516,0.73281,-0.41169,-0.63845,0.35442,0.59941,0.28606,0.15109
0.42855,0.16867,-0.306,-0.44319,0.35105,0.56693,-0.20514,-1,-0.71617,0.50454,0.22364,0.18818
0.026548,0.58228,0.58993,-0.2885,-0.27984,0.34693,-0.45374,-0.77281,-0.48947,0.16275,0.36713,-0.3038
-0.20108,0.089816,0.56311,-0.079453,-0.085473,0.33667,-0.2079,-0.34582,-0.86281,0.37919,0.22406,-0.22214
-0.012686,0.23296,-0.15836,0.093563,-0.63979,-0.30162,-0.28565,-0.10885,-0.61519,0.19846,-0.35474,-0.26502
-0.19912,0.47787,-0.3312,0.05619,-0.50178,-0.2853,0.0044022,-0.26354,-0.44289,0.10159,-0.2493,-0.39784
