0.57281,-0.29059,-0.014775,1.3346,-0.75243,0.11925,-0.045701,1.6903,0.23228,-1,-1,-1
0.32751,0.15388,0.18926,0.078719,-0.053558,0.021751,-0.098561,1.6139,1.1281,-0.65466,-0.5562,0.010295
0.13619,0.28835,0.12839,-0.50265,0.45017,-0.033647,-0.062937,1.012,0.90484,-0.56975,-0.38141,0.20916
-0.094084,0.18905,0.082088,-0.61713,0.47199,0.31864,-0.098554,1.0305,-0.15789,-0.45043,-0.28905,0.15363
-0.18001,0.3693,-0.13996,-0.73378,0.3507,0.60157,-0.16114,0.83953,-0.77827,-0.42287,-0.32518,0.22865
-0.22832,-0.026007,-0.12943,-0.44566,-0.20412,0.00060723,-0.15125,0.40888,-0.81936,-0.23085,-0.26864,0.16507
-0.16704,-0.22939,-0.027232,0.11104,-0.51522,-0.62276,0.10638,0.19535,-1,0.098927,-0.30502,0.18165
-0.3913,-0.65531,-0.059606,0.087903,-0.12062,-0.69017,0.1888,-0.63172,-0.66149,0.65201,-0.1589,0.24461
-0.57342,-0.75504,-0.074543,-0.10963,0.58944,-0.38475,0.38567,-1,-0.78389,0.40363,-0.033672,0.2176
-0.67891,-0.61877,-0.11367,-0.267,0.62476,-0.49173,0.40729,-0.89079,-0.30505,0.2249,-0.024506,0.2919
-0.76374,-0.42075,-0.018358,-0.023534,-0.18844,-0.54603,0.22257,-0.77152,0.27598,0.14367,0.039988,0.2485
-0.95737,-0.27637,0.24805,0.20972,-0.21451,-0.76153,0.19201,-0.58249,0.62556,0.31486,0.082384,0.25313
-0.99357,-0.14904,0.17004,-0.027272,-0.46637,-0.26444,-0.0062211,-0.27099,-0.25481,0.19501,0.10349,0.26828
-0.62668,0.5773,0.64322,0.19056,-1,1.1037,0.020534,-0.35046,-0.97194,0.051503,0.17941,0.10863
-0.25996,0.59709,0.75525,0.96631,-0.61855,0.75165,0.017651,-0.56526,-0.27636,0.18712,0.11852,0.20036
-0.01203,0.0053771,1.0595,1.0996,0.20466,0.59249,-0.12224,-0.58451,0.76763,0.26502,0.12941,-0.015855
0.2673,-0.25133,0.9044,0.97408,0.37877,0.91519,-0.12749,-0.84646,0.23852,0.35388,0.1572,-0.21983
0.39782,-0.11799,0.61727,0.58322,-0.015014,0.86708,-0.32446,-0.71682,0.28835,0.085134,0.19678,-0.29717
0.51828,0.36176,-0.0019894,0.28902,0.031377,0.83229,-0.24515,-0.79304,0.3833,-0.09666,0.19414,-0.46956
0.60746,0.37299,-0.44569,-0.10145,0.35333,0.95803,-0.22936,-0.39519,0.069335,0.088235,0.28234,-0.41853
0.78511,0.37189,-0.25526,-0.57239,0.72331,0.048093,-0.18153,-0.056015,0.035891,0.086035,0.45333,-0.083573
0.87114,0.21844,-0.67136,-0.65699,0.35951,-0.54683,-0.16383,0.59958,-0.089955,-0.038076,0.30565,-0.1334
0.70322,-0.039961,-1,-0.72254,-0.42452,-0.94861,-0.065884,0.48563,0.069866,0.0021302,0.26997,-0.033482
0.6074,0.1616,-0.95308,-0.65097,-0.29053,-1,0.053578,0.013819,0.85759,0.021177,0.14524,-0.11628
0.13218,0.16353,-0.89252,-0.49371,0.32586,-0.83985,0.48982,0.56566,0.22178,0.29006,0.68472,0.0062305
0.046937,0.9818,1.0141,2.0751,2.394,1.8876,2.8287,9.8487,1.5231,3.2321,5.8142,1.7168
-0.21754,1.5115,2.141,5.7084,2.4914,2.2058,3.64,10.843,1.0576,4.1449,6.636,2.1219
-0.45881,0.73937,2.0033,6.6236,3.1785,1.7556,3.3141,9.435,0.92682,4.2196,5.9816,2.5365
-0.61298,0.98572,1.9772,7.3644,3.7762,1.6795,2.7026,9.6985,1.2537,4.2325,5.9326,3.0261
-0.68465,1.3456,2.1884,7.5144,4.2115,2.2272,2.5233,9.7354,2.0502,4.0031,5.9843,3.4099
-0.79762,1.8753,2.6567,7.6603,4.9799,3.1908,2.4759,9.6335,2.3403,3.8932,6.1498,3.5515
-0.70649,2.9863,2.9581,7.9832,5.8797,3.6437,2.3891,9.4096,1.8839,3.7532,5.6629,3.3858
-0.66595,3.8999,3.1388,8.7083,6.0499,3.8779,2.2558,9.1341,1.9249,3.3919,5.4048,3.1608
-0.69823,4.6129,3.0699,8.0687,6.5501,4.4381,2.0023,9.8897,1.7217,3.0252,5.1509,3.0923
-0.72639,5.0944,2.7646,7.0933,7.2825,4.6457,1.7755,10.368,2.3349,2.8133,5.2793,2.8118
-0.88432,5.0617,2.3664,7.4689,6.9902,4.5168,1.5247,10.178,2.4727,2.72,5.5153,2.6074
-0.78885,5.7129,2.2173,7.9982,7.0407,4.543,1.6041,10.179,2.6016,2.77,5.1551,2.452
-1,6.5413,2.2881,8.0792,7.0487,4.9045,1.5952,10.777,2.2041,2.625,4.7787,2.2373
-0.96678,6.4814,2.1475,8.0423,6.8611,5.1436,1.7742,11.842,2.3134,2.5447,4.6519,2.0187
-0.68586,6.0528,2.066,8.5233,6.9477,5.1026,1.6921,13.241,2.0788,2.289,4.321,1.6621
-0.71151,5.4742,2.0683,8.6966,7.6782,5.1892,1.7556,13.66,2.5939,2.0678,4.4244,1.3747
-0.92105,5.4196,2.1693,7.9213,7.3994,5.3628,1.6903,14.819,2.7961,2.2095,4.5009,1.0817
-0.94399,5.7214,2.1296,7.4282,7.0818,5.1063,1.4388,13.936,2.8482,2.0303,4.3456,0.72508
-0.83767,5.7951,2.0915,7.4669,6.8964,5.1411,1.292,13.086,2.6873,2.0008,4.1299,0.59697
-0.37282,5.9768,2.3798,7.0235,6.9214,5.0808,1.6087,12.928,3.3442,1.8007,3.972,0.45068
0.55193,5.8678,2.6769,9.7261,8.0163,5.1148,2.7258,13.315,3.5333,1.7648,4.5876,0.99587
0.83088,6.6516,2.982,10.092,8.4784,5.4973,2.7699,13.377,4.4216,2.0437,5.5714,1.4684
1.056,7.2817,2.8787,10.001,8.535,5.3653,2.7801,12.859,4.2362,2.2193,5.5194,1.4997
