-0.51323,0.3367,0.20312,0.17417,-0.78122,-0.58806,-0.95713,0.21696,-0.5813,0.84363,-0.014472
-0.40443,0.20008,0.15721,0.89396,0.77954,0.045973,-0.84284,0.045761,-0.80797,0.40952,-0.36453
-0.42627,-0.17626,-0.25853,-0.70585,0.79216,-0.18914,0.019191,-0.034023,-0.66343,-0.44485,-0.52247
-0.36496,-0.2622,-0.10726,-1,-0.21949,-0.2403,0.063402,-0.052593,-0.78801,-0.46396,-0.44452
-0.081141,-0.26252,0.10896,-0.81258,-0.39695,-0.33197,-0.51328,-0.26977,-0.67097,-0.41573,-0.38034
0.10655,-0.21544,0.18433,-0.34499,-0.35121,-0.33084,-0.5223,-0.26804,-0.54263,-0.29168,-0.1744
-0.02172,-0.31156,0.21177,-0.14251,-0.3033,-0.43669,-0.41201,-0.15437,-0.49727,-0.53679,-0.10548
0.13658,-0.16044,0.20745,0.23601,-0.46318,-0.18966,-0.28316,-0.26231,-0.30013,0.03818,-0.033907
0.15234,-0.16915,-0.039003,-0.16306,-0.39881,-0.138,-0.090824,-0.12737,-0.2307,0.44171,0.029183
0.24314,-0.21102,-0.20262,0.29465,-0.40577,-0.12058,-0.13549,-0.16842,0.016079,0.26799,0.10487
0.21781,-0.23877,-0.37105,0.83326,-0.41161,0.062226,0.080992,-0.17532,0.032207,0.12594,0.15431
0.074066,-0.1494,-0.30818,1.5477,-0.33308,0.0848,0.32836,-0.04645,-0.025367,0.11629,0.25536
0.0060299,-0.22804,-0.25169,0.76672,-0.24093,0.11977,0.25468,0.31105,0.11023,-0.21506,0.20376
0.091742,-0.0039358,-0.1869,0.27731,-0.042166,0.16542,0.15958,0.34708,0.06427,-0.039716,0.21391
-0.087616,0.2873,0.015717,0.7853,-0.012204,0.13532,0.31364,0.20375,0.47314,0.11662,0.2165
0.040164,0.21078,-0.19827,0.34831,-0.072427,0.20123,0.37955,0.28473,0.3655,-0.050856,0.11058
0.081467,0.098372,-0.14479,0.97577,-0.039109,0.33997,0.40047,0.32519,0.26389,0.061918,0.26424
0.15742,0.37954,0.51888,0.77528,0.25693,0.33112,0.34951,-0.0041754,0.31636,-0.0034253,0.16302
0.037716,0.37748,1.0295,-0.29455,0.34172,0.37404,0.21553,-0.17371,0.23401,-0.098118,0.048268
0.00072474,0.2372,0.31702,-0.80302,0.091352,0.22073,0.37078,0.070516,0.46839,-0.22128,-0.043769
-0.015494,0.17873,-0.029806,-0.8698,0.17856,0.18813,0.25793,-0.24596,0.6494,0.23082,0.24041
0.00073266,-0.024023,-0.10003,-0.59108,0.49929,0.2475,0.29079,-0.15073,0.51276,0.27138,0.20626
0.058815,0.0089259,-0.30695,-0.6035,0.64338,0.23408,0.048904,0.34216,0.48815,0.18374,-0.026179
0.13907,-0.033018,-0.19664,-0.65247,0.24111,0.061483,0.17833,0.18153,0.37782,-0.24659,0.019732
0.37049,0.1307,-0.25229,-0.92506,0.64742,-0.24652,0.045395,-0.19551,0.73558,-0.079721,-0.12034
7.923,1.0087,0.57676,-0.70878,1.4484,1.7185,0.14171,4.3605,4.0464,7.8301,0.29735
