-0.30547,0.30095,0.6458,0.43141,1.8789,0.88723,-0.0017044,0.19452,-0.01513,-0.63417,0.046131
-0.26627,-0.24108,0.52748,-0.1029,1.1627,0.35212,-0.46716,0.17161,-0.28592,-0.35885,0.14206
-0.14849,-0.48626,-0.28721,-0.35109,-0.49649,-0.3778,-0.12108,-0.12598,-0.1777,-0.41004,-0.026505
-0.34031,-0.41633,-0.58162,0.001205,-1,-0.86524,-0.43152,-0.19873,-0.20974,-0.25171,-0.33068
-0.39347,-0.39376,-0.47629,0.049346,-0.92495,-0.63781,-0.28962,-0.28179,-0.10501,0.10121,-0.14662
-0.18224,-0.17611,-0.36814,0.38589,-0.78536,-0.063857,-0.11112,-0.44771,-0.079543,-0.11745,-0.063789
-0.17099,0.21495,-0.058508,-0.074503,-0.68728,-0.39334,0.21695,-0.30047,-0.091609,0.081844,0.15551
0.11183,-0.15668,-0.069831,0.011148,-0.4024,0.080928,0.38271,-0.17697,-0.10548,0.16999,0.23296
0.28182,0.027928,-0.099527,0.043943,-0.33071,0.21177,0.81606,-0.23722,0.15172,0.33366,0.18915
0.31092,0.35641,-0.29247,0.44654,-0.48623,0.28852,0.77611,-0.091964,0.43292,0.5191,0.51363
-0.16594,0.38752,-0.25209,0.23074,-0.38902,0.25566,0.60806,-0.14035,0.49066,0.43776,0.27738
-3.9542e-05,0.23733,-0.11373,0.55152,-0.28303,0.21506,0.74567,-0.02833,0.54543,0.6034,0.28895
0.028569,0.13106,-0.35056,0.73224,-0.12118,0.68828,0.32027,0.10623,0.43259,0.48224,0.47336
0.20347,0.1847,-0.022432,0.17104,-0.024882,0.67828,0.024015,-0.0012111,0.2726,0.39412,0.51899
0.39691,0.17194,0.073526,0.20193,0.033996,0.81273,-0.029207,0.015136,0.27514,0.38141,0.2415
0.31937,0.30528,0.074904,0.32029,0.062987,0.67888,-0.091646,0.071989,0.14159,-0.054953,0.33388
0.2829,0.48654,-0.10667,-0.050051,0.40448,0.72123,-0.05348,0.031804,-0.063226,0.19896,0.11834
0.26103,0.44843,-0.25297,-0.095884,0.29818,-0.10778,-0.11852,0.039693,-0.028196,-0.24791,-0.1559
0.40018,0.33388,-0.27709,0.077186,0.37974,0.11425,0.3098,0.070257,-0.19862,-0.33722,-0.14156
0.65427,0.0016727,-0.19975,-0.36793,0.47622,-0.29584,0.12236,0.28398,-0.1388,-0.21167,-0.14687
0.41768,-0.23991,-0.081169,-0.25106,0.37751,-0.11432,-0.16586,0.56556,0.061593,0.038723,-0.18708
-0.080387,-0.15989,0.30841,-0.54353,0.24928,-0.57935,-0.17168,0.2592,-0.11638,0.035975,-0.58336
-0.52826,-0.38465,0.54422,-0.42872,0.25436,-0.94165,-0.68565,0.1412,-0.21896,-0.32512,-0.65002
-0.40319,-0.47886,0.84288,-0.61033,0.13768,-0.61331,-0.80259,0.02291,-0.40658,-0.46198,-0.45113
-0.6839,-0.45507,0.87285,-0.77844,0.21547,-0.99463,-0.78116,0.056626,-0.56334,-0.36733,-0.64831
8.4942,0.14591,0.62779,3.4692,3.5862,-0.32828,-0.7494,3.8635,-0.5306,0.89604,-0.75542
11.404,2.7099,-0.15842,7.6281,6.663,0.6223,-1,4.0155,-0.74868,2.2416,-0.64657
8.2143,1.2322,-0.65237,11.323,5.8887,1.923,-0.62846,3.0861,-0.76793,3.203,-0.59385
8.378,0.02562,-0.75525,12.783,5.5139,6.2099,-0.78943,3.347,-0.74025,2.7607,-0.61263
8.1601,0.70087,-0.69676,15.628,4.0741,5.9119,-0.77317,2.5554,-0.56659,2.0664,-0.63395
6.3482,0.94862,-0.49103,14.646,3.8357,5.8358,-0.85992,1.08,-0.5775,0.89973,-0.77908
6.6726,0.86189,-0.34729,12.874,3.1899,4.9621,-0.81086,0.030767,-0.53274,0.36381,-0.72408
4.909,0.35184,-0.47593,10.947,2.4997,1.9586,-0.47271,-0.20744,-0.77686,0.011019,-0.87431
4.1528,0.22256,-0.27476,6.3607,2.3009,1.4334,-0.40571,-0.43577,-0.74053,-0.025547,-0.76201
