0.060487,-0.12268,-0.031094,-0.79722,-1,3.6866,-0.023239,0.13515,0.14624,0.23042,-0.056151,-0.40942,0.59822,1.2477,-0.35676,-0.27391,0.33231,0.38813,-0.80021
-0.11737,-0.28538,-0.2719,-0.4735,-0.70586,-0.064316,0.15509,0.086671,-0.35627,0.04427,-0.4198,-0.18874,-0.06423,1.4185,0.054189,-0.75903,0.13704,0.22869,-0.68919
0.021666,-0.046413,-0.045934,-0.2807,-0.23484,-0.1029,-0.04428,0.091257,-0.74144,0.14929,-0.38644,-0.39599,-0.013039,-0.39081,-0.023895,-0.43904,0.23326,0.056255,0.041724
0.05089,0.67753,-0.094564,0.095233,-0.23418,0.82909,-0.13017,0.068121,-0.35119,-0.48027,-0.39635,0.65907,-0.20316,-0.64053,0.034996,-0.4384,-0.33064,0.16897,-0.16113
-0.22738,1.1123,-0.13471,0.08666,-0.3716,-0.78319,-0.35025,0.082071,-1,-0.16189,-0.086026,0.3628,-0.35432,-0.57182,0.20887,-0.80811,-0.54442,-0.13191,-0.52153
0.031192,0.50437,-0.1647,0.18952,0.027113,0.54571,-0.57247,-0.068134,0.023435,-0.25816,-0.12023,-0.18879,0.010885,0.13871,0.57509,-0.30029,-0.11704,-0.57207,0.53897
0.30056,0.5676,-0.024856,-0.21611,0.15274,-0.37685,-0.43962,-0.0056026,-0.058287,-0.61473,0.10505,0.069321,-0.42452,-0.75767,0.49025,-0.1495,-0.21296,-0.096782,0.27612
-0.031084,0.12786,-0.23142,-0.23119,0.23806,-0.50628,-0.46591,0.090209,-0.17475,0.54667,-0.084378,-0.049242,-0.24613,0.14838,0.14961,-0.10838,-0.31663,-0.25253,0.3278
-0.020205,0.55952,-0.19439,-0.088566,0.30048,-0.77221,-0.0030633,0.026376,0.2383,-0.13493,0.12743,-0.16502,-0.012831,-0.54203,0.012925,-0.34636,-0.033748,-0.019966,0.26711
0.084174,0.30012,0.082288,-0.052541,0.2114,-1,-0.53612,0.1123,0.3564,-0.050027,0.047007,0.32613,-0.088712,-1,-0.053148,0.16293,0.17604,0.19039,0.96269
0.0218,0.13961,0.29055,0.13423,0.053737,0.31369,0.032419,0.04175,0.065689,0.27151,0.20735,0.7806,-0.27689,-0.29637,0.24755,-0.2103,0.63743,0.28302,0.1566
0.031749,-0.3161,0.0071678,-0.3585,0.1283,-0.89549,0.19962,0.15527,-0.14562,-0.36965,0.5242,1.5422,0.45801,0.12109,0.25008,0.56619,-0.26204,0.10306,0.3446
-0.10056,-0.31804,0.30124,0.22081,-0.060423,-0.25294,-0.20232,-0.028588,0.42953,0.37555,0.35944,-0.064994,0.010489,0.64514,0.15794,0.4815,0.053768,0.26396,0.38786
-0.042527,-0.39095,0.34237,-0.23841,0.034563,-0.59682,0.10381,0.036644,0.1103,1.046,0.56568,0.25694,-0.06161,-0.65406,-0.14681,0.49952,0.17512,0.2547,-0.11303
0.017356,-0.41442,0.22705,0.25763,0.19453,-0.11881,0.44416,-0.07714,0.30689,0.46035,0.37666,0.10399,0.18258,0.3451,-0.20485,0.60052,-0.026203,0.10001,0.10441
-0.17682,-0.34189,0.15263,0.28181,0.065877,-0.68232,0.047594,0.028226,0.19353,0.033769,0.31219,0.0080626,-0.20439,-0.20188,-0.29264,-0.18746,0.40234,0.020409,0.77768
-0.17604,-0.30713,0.12453,0.33411,0.20848,0.44673,-0.090018,-0.058818,-0.12196,0.12515,-0.15247,0.79735,-0.0079058,-0.13583,-0.26149,-0.28592,0.52236,-0.13928,0.88092
-0.069614,-0.2183,-0.15195,0.12877,0.49917,0.15655,0.12671,-0.045707,0.18142,0.57965,-0.65537,-0.56523,0.29912,0.69077,-0.1286,0.022748,0.67322,0.041346,0.2022
-0.047673,-0.31699,0.1029,0.18957,0.16211,0.66959,0.039596,-0.03544,0.1647,-0.47594,-0.4347,0.48798,-0.018812,-0.14073,-0.14207,0.13001,0.06965,-0.36715,-0.1909
-0.059656,-0.16575,-0.0020176,-0.19714,0.21483,0.17129,0.36783,-0.15636,0.20764,-0.41503,0.19712,-0.071891,0.13991,0.34903,-0.053586,0.75761,0.082723,-0.56572,-0.045954
0.11739,-0.27197,0.15159,-0.080592,0.021403,-0.14771,0.36505,0.034265,0.36099,-0.53652,-0.24436,-1,0.31527,-0.049968,-9.499e-05,0.68102,0.21012,-0.0060003,-0.32267
0.022433,-0.09134,0.10964,0.062074,0.098672,-0.59706,-0.042092,-0.1015,0.16133,-1,0.065828,-0.68028,-0.0044298,-0.12423,-0.011764,0.41178,-0.3581,0.1045,-1
0.077925,-0.040251,-0.1651,0.50155,0.091215,-0.51624,0.28026,-0.19382,-0.24296,-0.37861,0.16903,-0.27218,0.1813,-0.12448,-0.051764,-0.23349,-1,0.019519,-0.877
0.25408,-0.19746,-0.28505,0.0079836,-0.012415,0.032615,0.30508,-0.051257,-0.044534,0.3956,-0.1959,-0.78629,-0.073686,0.49044,-0.13216,0.27309,-0.20051,-0.01923,-0.5451
-0.02277,-0.14383,-0.09426,0.52452,-0.083361,0.56132,0.43234,-0.16594,0.2906,0.61755,0.17521,-0.55638,-0.14113,0.035619,-0.32187,-0.046718,-0.30308,-0.052316,-0.0019628
0.055763,0.43797,0.1335,2.6224,0.28931,1.0929,0.81525,-0.040239,1.2881,1.4732,0.28838,0.38565,0.066735,1.6012,-0.61652,0.12623,0.59497,1.1652,-0.42687
-0.15388,0.12717,-0.34296,4.3524,0.2863,0.81639,0.99433,-0.031656,1.279,1.8696,0.25885,1.8296,0.019823,2.7107,-0.72746,0.31434,0.52851,2.3878,-0.35591
0.062692,0.46547,0.034308,2.4329,0.60843,0.56746,1.3895,-0.21268,0.81637,0.95759,0.20804,2.3121,0.13616,1.5767,-0.96887,0.46842,0.50804,1.5864,-0.13449
0.066699,0.87721,-0.29126,1.3968,0.60817,1.0265,1.5614,-0.27985,0.88117,1.5077,0.11975,1.5339,0.49291,0.96856,-0.94776,0.34584,1.1654,0.98673,0.092145
-0.027987,1.0294,-0.37732,1.4092,0.23136,0.73673,1.0803,-0.22271,0.92453,1.8394,-0.053318,1.4691,0.38868,0.0064227,-0.85675,0.6361,0.90813,1.6802,0.18513
-0.24198,0.77951,-0.39712,1.1102,0.798,0.1339,0.79759,-0.34635,0.17977,2.0469,-0.071941,1.4172,0.90385,0.93301,-1,0.34488,1.1098,1.2624,0.72166
-0.60517,0.66117,-0.49296,1.5624,0.17902,0.61123,0.20636,-0.4198,0.74995,1.7217,-0.12691,1.934,0.98335,0.30017,-0.87792,1.0971,0.6288,0.61912,0.47855
-0.72536,0.25953,-0.42981,2.1563,0.12764,1.1108,0.46402,-0.40408,0.63539,2.1227,-0.4247,1.3022,0.73547,0.8725,-0.81744,1.1195,0.55693,0.70135,0.92391
-0.61305,0.040163,-0.6362,2.166,-0.10429,-0.020396,-0.063613,-0.42501,-0.035951,1.3631,-0.43844,1.6414,0.46516,0.98724,-0.91753,0.69592,2.0031,0.3454,1.3408
-1,-0.13686,-0.89542,1.2378,-0.1039,0.32278,-0.056123,-0.52264,0.64394,1.1981,-0.67032,1.0616,0.47967,0.76963,-0.74722,1.2025,1.9922,0.30033,0.85898
-0.81219,0.11349,-0.58277,0.99034,-0.20696,0.20856,-0.51891,-0.67859,0.51287,1.9201,-0.51135,0.33952,0.34567,0.54347,-0.78601,1.4375,2.1436,0.046597,1.009
-0.64599,0.15939,-0.53805,1.2261,-0.31196,-0.060438,-0.017969,-0.73297,0.32842,1.0275,-0.41706,1.5496,-0.61176,0.38875,-0.77589,0.9736,2.2756,0.14892,1.0086
-0.73683,-0.19616,-0.47051,0.88715,0.085506,0.15397,-0.069986,-0.73814,0.29781,1.5185,-0.63782,2.045,-0.7576,0.68596,-0.76529,0.52952,1.3112,-0.43951,1.0785
-0.85231,-0.38583,-0.40306,1.0962,0.5855,1.2571,-0.0074052,-0.74038,0.48842,0.56469,-0.25889,0.7866,-0.75884,0.48035,-0.65252,0.93514,2.0549,-0.31768,0.42864
-0.60829,-0.23955,-0.73687,1.1548,0.99111,0.71713,-0.28912,-0.73898,-0.0087109,1.2777,-1,0.59069,-0.59127,0.50307,-0.53963,1.0109,2.047,0.30685,0.81524
-0.81774,0.15322,-0.90873,1.0367,1.0719,1.1046,-0.054524,-0.8372,-0.14047,0.85447,-0.16717,1.2866,-0.41066,0.04165,-0.52906,0.90048,2.3198,0.17873,0.469
-0.61296,0.049025,-0.5346,0.51823,0.5996,1.118,0.10944,-0.81604,0.53988,1.209,-0.29484,1.7998,-0.7649,0.067303,-0.33907,0.73286,1.6155,-0.59924,0.94586
-0.70808,-9.199e-05,-1,0.51556,0.29042,0.55003,0.087272,-0.9785,-0.091037,1.6702,-0.059609,1.2388,0.074572,-0.081826,-0.17895,0.35546,1.6478,-0.088019,-0.44002
-0.59086,0.20876,-0.56541,1.1088,0.40447,1.0335,0.23403,-0.80141,-0.51185,1.4552,0.024261,0.64847,-0.47395,1.3121,-0.010947,0.1672,1.3143,0.14276,0.19411
-0.31421,0.42643,-0.38768,0.60649,-0.067774,0.68323,0.85039,-0.81833,0.29597,2.7645,-0.070417,1.0717,-0.37553,1.4551,0.17273,0.74911,1.2599,0.23146,1.1529
1.5519,3.4914,2.2399,4.8238,0.9929,6.8784,5.5489,-0.65232,4.2347,5.5368,1.6078,3.5198,7.01,5.8992,1.5368,10.67,5.1543,1.1556,7.5394
1.5093,1.6411,1.3209,4.096,1.0713,9.412,3.1938,-0.7696,3.5417,4.2246,1.053,4.2383,4.334,4.4771,1.0641,8.8913,9.1682,0.63782,7.6659
0.89703,0.91287,0.94691,3.523,1.0089,7.0075,2.054,-1,2.8412,4.7834,0.34977,3.2224,1.456,2.1515,0.17953,4.5226,8.49,0.46422,10.199
0.29792,0.46095,0.70829,2.5096,0.66207,6.2274,1.6135,-0.95082,2.3933,4.1683,-0.0080095,4.1313,0.66389,1.2727,-0.16212,3.2439,5.3586,-0.33544,11.295
0.15379,-0.022009,0.71121,2.0666,0.3991,4.7221,1.3114,-0.94863,2.3077,3.823,-0.14985,3.2065,0.91944,1.5925,-0.33773,2.3065,4.2238,-0.49096,8.2797
2.2031,11.012,0.6043,3.9147,11.085,10.439,21.816,7.6601,10.087,59.467,1.417,34.021,9.9767,56.809,-0.21856,23.3,35.793,20.151,31.559
11.578,23.613,1.2341,4.8798,13.42,12.604,39.211,12.491,32.34,73.1,3.7213,46.714,10.125,59.074,0.54496,34.918,34.423,30.77,52.178
13.696,25.776,2.1276,6.2973,9.5386,9.1543,34.197,12.363,40.16,72.885,4.7775,44.955,8.8175,41.716,1.5853,39.395,35.215,27.398,44.379
13.959,28.722,1.7176,6.4035,8.103,7.5212,29.847,13.609,30.527,64.784,4.3216,40.408,5.5914,32.979,1.8082,32.518,29.609,21.703,38.324
11.25,28.021,1.305,5.8784,6.1908,5.988,21.088,14.159,24.859,49.682,3.7379,34.022,3.7064,27.934,1.0848,28.448,21.002,17.96,33.922
9.7417,23.13,0.65737,3.3089,5.2289,4.6682,12.891,11.768,16.62,33.737,2.5893,27.346,2.9034,19.127,0.50888,21.767,16.871,13.546,31.293
7.0146,16.344,0.65698,1.34,3.8653,2.7656,8.1457,8.7875,12.246,20.301,2.0853,20.954,2.1741,13.682,0.50447,17.865,13.818,9.307,27.488
