-1,-0.71684,0.7502,0.67731,-1,-1,0.30509,1.0363,-1,-1,0.027357,0.59284,-1,-0.81343,0.15004,-0.53191,-0.91181,0.46273,-0.79505
1.1582,1.4599,0.6368,0.91446,-0.37189,1.3009,0.10016,2.2721,-0.32045,0.72515,0.30816,-0.30084,-0.28126,-0.31872,0.44895,-0.78541,1.827,0.2361,-0.09346
0.53791,1.4226,0.12295,0.38426,-0.3899,-0.30526,-0.43294,1.4697,-0.39698,0.92448,0.22509,-0.77768,0.10564,-0.49066,0.20971,-0.66027,0.96303,-0.38264,0.1518
0.006555,0.83612,-0.16505,-0.67475,0.23434,0.25155,-0.52793,0.25574,0.22763,-0.68544,-0.028443,-0.28539,-0.5028,-0.67316,-0.072294,-0.30476,-0.13608,0.093693,-0.37605
-0.21372,-0.0583,-0.29276,-1,0.49851,0.58624,-0.55939,-0.18604,-0.28517,0.40193,-0.2507,-0.42285,-0.17453,-0.36773,-0.34378,-0.6336,0.019348,-0.68298,-0.63175
-0.27452,-0.51482,-0.59799,-0.70024,-0.39921,-0.39183,-0.57847,-0.72384,-0.23189,-0.023314,-0.31503,0.04454,-0.046567,-0.26603,-0.23859,-0.57494,-0.29408,-0.13688,0.15085
-0.40049,-0.579,-0.4036,-0.50285,-0.41431,0.021424,-0.55928,-0.51062,0.07349,-0.58253,-0.62385,0.37974,-0.30464,-0.019633,-0.16018,-0.43372,-0.54598,0.044908,-0.45215
-0.40832,-0.87493,-0.38184,-0.51135,-0.12309,-0.45945,-0.62356,-0.5091,-0.089433,-0.18857,-0.28696,0.25804,-0.14719,0.25493,-0.046255,-0.52116,-0.50842,-0.046635,-0.26598
-0.30686,-1,-0.40631,0.51623,-0.21508,-0.46186,-0.32963,-0.66914,0.20606,0.23355,-0.071205,0.28871,0.047226,-0.1024,-0.016847,-0.15942,-0.055658,0.050454,-0.32193
-0.1144,-0.81999,-0.48326,0.55078,0.063954,-0.25339,-0.38561,-0.10001,-0.62138,-0.343,-0.064318,-0.21077,-0.11838,0.075667,-0.14632,-0.22005,-0.38619,-0.27237,0.29621
-0.31012,-0.61193,-0.49817,-0.042173,0.54208,-0.38314,-0.50389,-0.13846,0.23985,-0.224,-0.1433,0.039244,-0.31765,0.23227,-0.012901,0.11928,-0.61788,-0.5067,-0.014315
-0.35595,-0.5471,-0.62292,0.24056,0.72078,-0.33336,-0.17737,-0.27028,-0.41799,-0.27469,-0.41733,-0.0074965,0.031423,0.19525,0.099456,0.085028,-0.074795,-0.92364,-0.2646
0.025814,-0.43868,-0.57919,0.064395,0.43221,-0.090879,-0.015716,-0.69114,0.17617,-0.31087,-0.28572,-0.31507,0.1526,0.26069,0.17807,0.22596,-0.23008,-0.42784,-0.51211
0.035412,-0.23569,-0.14917,0.10108,0.4757,-0.090988,0.12255,-0.71854,-0.39016,0.34608,-0.10653,-0.19094,0.032427,-0.13788,0.025037,0.51433,-0.33714,-0.16963,-0.37739
-0.23898,-0.071242,0.65192,-0.32672,0.16158,0.037644,0.13605,-0.53269,0.12901,0.52161,-0.23327,-0.26531,-0.3152,0.17736,0.040158,0.2955,-0.12445,0.0053458,-0.085335
-0.23065,0.65467,0.2444,-0.34524,0.10427,-0.21536,0.5012,0.055473,-0.21664,0.16638,-0.17357,0.23956,0.1817,0.12489,0.028679,0.1856,-0.63232,-0.30596,-0.039706
0.15893,0.79406,-0.10009,-0.17932,-0.044354,-0.040867,0.2697,0.061123,0.10172,-0.031334,0.020615,-0.21153,0.17435,0.13125,-0.10114,0.11023,-0.21931,0.38008,0.53313
0.061276,0.43564,0.82848,-0.028693,-0.13478,0.12561,0.22719,-0.01668,0.015997,-0.0054406,0.23947,0.11179,0.2204,0.082322,0.11446,0.37215,0.054122,0.11241,0.024873
0.58685,0.24165,0.73733,-0.21323,0.094888,-0.079625,0.19914,0.32294,0.19814,0.38489,0.06651,-0.38023,0.16289,0.21733,0.072709,0.4444,0.077722,0.56771,0.15072
0.39543,-0.17304,0.053267,0.018881,-0.16492,0.33739,0.075835,-0.13178,0.44606,-0.080503,0.24294,0.50494,0.16785,0.10305,-0.070457,0.23695,0.51091,0.8882,0.49778
0.3791,0.16278,0.00070745,0.11163,-0.039072,0.093681,0.53272,-0.2481,0.37267,-0.083971,0.40748,-0.68179,0.6183,0.20159,0.10401,0.67589,0.36153,0.93557,0.44136
-0.020861,-0.0053296,0.67259,0.036858,0.048638,0.40822,0.79634,-0.24628,0.54719,0.55335,0.30265,0.32094,0.23112,0.23611,-0.0059577,0.48269,0.51456,-0.21189,0.27901
