0.86024,0.79828,0.4954,0.47642,0.41297,0.66952
0.38682,0.11772,0.16864,0.023977,-0.27201,0.68385
-0.10619,-0.17756,0.52754,0.1213,0.62013,0.33393
0.12028,-0.49899,0.34126,-0.17095,-0.32664,0.5476
-0.31277,-1,-0.079063,-0.15088,-0.63164,0.11084
-0.88356,-0.22753,-0.16896,-0.67722,-0.34573,0.029548
-0.67308,-0.46487,-0.32126,-0.15189,-0.19628,-0.14657
-0.36007,0.01564,-0.48535,0.046644,0.41748,-0.15655
-0.39515,-0.30399,-0.45555,-0.35907,-0.13291,-0.099758
-0.29461,-0.17518,0.058388,0.34425,0.43956,-0.35537
-0.38986,-0.60112,-0.34904,0.038374,-0.15373,0.18309
-0.43241,0.21148,-0.12221,-0.18605,-0.42731,-0.005482
0.056338,0.20034,-0.056965,-0.10029,0.088919,-0.12086
-0.2747,0.32084,-0.041727,0.15258,0.5374,-0.099589
0.83159,0.50981,0.29641,-0.2087,0.047607,-0.24552
-0.50298,0.22564,0.23741,0.30985,-0.4548,-0.36912
-0.29219,-0.22624,-0.39278,-0.22372,-0.75803,-0.19016
0.12531,-0.59572,-0.064669,-0.38978,-0.40207,-0.19478
-0.66966,0.55955,0.28836,0.13966,-0.34983,-0.10453
0.40239,0.59799,0.45972,0.011607,0.27721,-0.083821
0.93156,0.54511,-0.064949,0.13037,-0.28354,-0.1179
0.39927,-0.45353,-0.093783,0.13393,0.15784,0.046567
0.08406,-0.34588,-0.32742,0.073053,0.52908,-0.24396
0.69149,0.27994,0.10155,0.17361,0.56723,-0.16299
0.69787,0.68828,0.049056,0.44292,0.63912,0.092014
3.3254,2.9239,4.8987,2.5696,5.242,1.045
6.0052,4.9778,8.6338,4.4236,8.8271,2.3742
7.269,6.6653,10.062,5.2282,9.0065,3.7789
7.8617,7.5256,10.764,5.3871,8.785,4.7736
8.3819,9.3867,10.336,5.3635,8.4508,4.5551
8.1885,8.704,10.767,5.1775,8.7638,4.8239
7.836,8.4786,10.462,4.5475,7.6128,4.8859
7.875,8.9049,9.2533,5.057,7.7254,4.4446
7.0681,8.5132,10.371,4.9635,8.5216,4.3048
6.7786,7.5861,9.6456,4.9549,7.9392,4.7936
6.7852,8.6271,9.838,4.9253,8.9225,4.7575
6.8959,7.514,9.4845,5.1868,8.6605,5.0342
7.429,7.9808,9.1246,4.7257,8.9053,4.8649
6.9519,7.3923,9.262,4.7049,8.3771,4.7444
6.6531,7.1741,9.6455,5.0966,8.3662,4.9029
6.8126,7.4617,9.6107,4.9869,8.2139,5.0511
7.4559,7.7151,10.107,5.0446,8.0907,4.6053
7.7787,7.4127,10.03,4.8936,8.5788,4.5544
8.1478,7.639,10.5,5.3066,8.2021,4.845
7.3602,7.4911,10.245,5.5954,9.1546,4.7177
7.8393,8.4472,10.597,5.3173,9.3282,4.6297
7.7982,8.5293,10.285,5.8227,9.229,4.5241
7.6598,8.5075,11.525,5.3853,9.1109,4.1104
6.9951,8.3008,11.148,5.0123,9.5438,4.1481
7.6028,7.5194,10.652,5.0733,9.3357,4.2285
5.9655,8.6077,9.9673,4.5444,7.9983,3.5322
5.1326,7.3286,8.4003,3.5706,6.6446,2.5509
4.1188,5.73,7.4409,3.1012,6.1477,2.107
3.3667,4.4063,6.1989,2.5421,5.4451,1.3729
2.7298,4.3826,5.446,2.2098,5.1491,0.75524
1.9731,3.5555,4.7302,1.4206,4.7537,0.34841
1.9792,3.3578,4.1765,1.3273,4.3462,0.049654
0.96509,2.2035,3.5689,1.1324,3.4994,0.061739
0.60296,2.4279,3.1277,0.98476,3.4014,-0.68458
0.51086,1.6221,2.5404,0.98095,3.0228,-0.63177
0.58536,2.2282,3.283,0.51494,2.6328,-0.93914
0.42784,1.6787,2.8314,0.80912,1.6862,-1
0.22116,2.0212,2.3778,0.22894,2.2339,-0.60209
0.3308,2.352,2.2857,0.71749,1.4757,-0.579
0.44766,1.5005,2.44,0.18433,0.83378,-0.27093
-0.12514,0.78157,2.144,-0.32196,0.5807,-0.29424
0.57904,0.49728,2.029,0.028611,0.59706,-0.15678
-0.46696,-0.9207,1.854,0.7362,0.33789,-0.2552
-0.34442,-0.48332,2.3018,-0.66624,-0.2185,0.16196
-0.74345,-0.15458,1.1853,-0.65712,0.46391,0.037353
-0.87855,0.12034,1.4559,-1,0.40244,0.0081865
-0.87981,-0.044426,1.0265,-0.3036,0.10371,0.0071779
-0.46845,-0.5121,0.15455,-0.35087,-0.56984,0.37051
-0.029763,-0.32663,0.29995,-0.27873,-0.13876,0.34741
-0.87589,-0.14915,0.10894,-0.099307,0.018053,-0.032023
-0.48104,-0.43857,0.16585,-0.14292,-0.1842,0.054768
-0.33768,-0.97252,0.36694,-0.058146,-0.52885,0.37133
-0.19336,-0.61712,0.40899,-0.14796,-0.20916,0.064169
0.28519,-0.50822,0.72992,-0.052764,-0.45143,0.4055
0.98346,-0.39797,0.43225,0.14634,-0.32301,0.18933
1.2833,-0.24738,0.55155,0.11905,0.52888,0.5171
0.67845,0.21405,0.065402,-0.27244,0.55282,0.62576
-0.19832,-0.33603,0.41469,-0.15051,-0.62153,0.39476
-0.64299,-0.34327,0.083412,0.42845,-0.34599,0.65873
-0.66969,0.13859,0.44346,0.082307,0.2021,0.73081
-0.61385,-0.010519,-0.31533,-0.36449,0.060423,0.21609
-0.60537,0.27217,-1,0.012706,0.053031,0.0073696
-0.60219,-0.011322,-0.90436,-0.073732,-0.5147,0.065942
-0.26249,-0.92985,-0.67134,0.3734,-0.0037813,0.019971
-0.16743,-0.72163,-0.64912,-0.36055,0.74044,0.26441
-0.24633,-0.84957,-0.31478,0.24201,0.22857,-0.13134
-0.68166,-0.53983,-0.82671,-0.34236,0.3409,-0.23419
-0.12153,0.2999,-0.40207,-0.32755,-0.2929,-0.056532
-0.18944,-0.031297,-0.02798,0.13476,1.7483,-0.24487
-1,0.11052,-0.093335,-0.14881,1.217,-0.30372
-0.75771,0.64572,-0.075191,0.015593,-0.0087278,-0.30839
0.18044,0.94784,0.42286,-0.55998,-0.37119,-0.14597
0.31955,0.98345,0.16479,0.16352,-0.99153,-0.58587
0.97285,-0.16217,0.72373,0.3018,-1,-0.29955
1.8113,0.84082,0.7594,0.3186,-0.804,-0.27945
