0.27018,0.29383,0.12135,1.4956,0.010688,0.12246
-0.1232,-0.18327,0.42168,1.2444,-0.52025,0.32584
0.017763,-0.32674,0.37247,0.85379,-0.52384,-0.022269
-0.12646,0.052257,0.1887,0.2087,-0.65588,0.44172
-0.15688,-0.02467,0.13395,-0.13907,-0.3296,0.062276
-0.027003,0.21841,0.26534,0.50602,-0.58202,-0.053064
0.20033,0.13163,-0.47323,-0.65199,-0.24739,-0.034291
0.14772,-0.72746,0.1432,-0.76572,-0.2591,-0.091921
0.30105,0.18254,0.60819,-0.82468,-0.51135,-0.15417
0.50857,-0.66736,-0.038559,-0.71372,-0.26401,-0.044253
-0.22569,-0.13366,0.036977,-1,0.015715,-0.17709
0.27916,-0.0096588,-0.037047,-0.23593,0.086659,-0.081925
-0.57783,0.92171,0.22705,-0.64139,0.23911,-0.064437
-0.25015,-0.26625,-0.23819,0.068155,0.72652,0.11035
0.28913,-0.080921,-0.52892,0.0020917,0.19247,-0.038006
-0.50959,0.26323,-0.76032,-0.00036029,0.45758,0.098561
-0.032228,0.37914,-0.48952,-0.059024,0.26713,-0.10272
-0.28806,-0.11447,-0.1694,-0.026514,0.33245,0.042662
-0.034668,-0.083898,-0.14252,0.06298,0.23952,-0.29397
-0.11727,0.054889,-0.15573,0.22042,0.39757,-0.28365
-0.157,-0.49143,-0.17726,-0.36511,0.33313,0.020118
-0.094079,0.47822,0.037407,-0.19407,0.21883,0.061448
-0.23231,-0.077659,0.056135,-0.095211,-0.084351,-0.12671
0.17388,0.13875,0.23908,0.14752,0.29926,0.18585
0.76462,0.072846,0.35918,0.90312,0.16118,0.097195
0.66558,0.018337,1.1064,1.8025,0.84637,-0.053083
0.35296,0.63646,1.6859,1.5677,0.85775,0.18467
0.85899,0.37973,1.928,0.93881,0.8994,0.31151
0.60581,0.86543,1.2495,1.5535,0.95665,-0.095736
1.1577,0.52083,1.4548,1.4459,1.1284,0.083939
0.85679,0.20759,1.2073,1.4698,0.91367,-0.024233
1.087,0.18556,0.62008,1.5997,0.61814,0.14323
0.3882,0.22,0.43291,1.3837,0.80221,0.13944
0.98638,0.2326,0.068654,1.3344,1.2916,0.055929
0.54669,-0.06066,0.050768,1.112,1.1634,0.19339
