-0.39857,0.21372,0.46349,-0.18355,-0.52543,1.516,-0.49205,-1,0.057465,-0.20476,0.17587,3.2994,0.16539
0.13065,-0.20662,0.034921,-0.37885,-1,0.55497,-0.97803,-0.41005,-0.007828,-0.40998,-0.23481,1.2912,0.10103
0.09882,-0.14867,-0.2884,-0.5738,-0.63895,0.10449,-1,-0.52015,-0.14183,-0.52622,-0.068487,0.13721,-0.44884
0.30148,-0.27853,0.0073336,-0.39743,-0.36514,-0.53583,-0.78463,-0.47509,-0.32877,-0.52004,0.32221,-0.42677,-0.42732
0.76525,0.23262,-0.11636,-0.2637,-0.24425,-0.096841,-0.73038,-0.63707,0.08041,-0.78367,-0.44401,-0.32562,0.062205
0.95956,0.72583,-0.24225,-0.21985,-0.19319,-0.050197,-0.44105,0.090126,0.073684,-0.52741,0.061468,-1,-0.14479
0.78537,-0.13899,-0.46334,-0.0012366,-0.3226,-0.010471,-0.57252,0.69271,0.57094,-0.68553,0.37719,-0.96907,-0.44068
0.81537,0.64966,-0.064805,0.020924,0.40878,-0.45056,-0.31016,-0.06087,0.11631,-0.36932,-0.086415,-0.78023,-0.34813
0.42973,0.81305,-0.25215,0.25491,0.59182,-0.31993,0.053728,0.65933,-0.10086,-0.48929,-0.17239,-0.6479,-0.25891
0.87269,0.8019,-0.54597,0.6316,0.42066,-0.3867,0.41809,0.5128,0.11146,-0.15175,0.026919,-0.11106,0.83759
0.11548,0.087039,-0.065958,1.1427,0.21443,-0.32577,0.13482,1.3387,0.047762,-0.29657,-0.14543,-0.26803,0.23686
-0.1171,-0.83177,-0.0074903,1.0926,0.18023,0.34815,0.36766,0.4685,0.065679,0.60174,-0.057182,-0.71448,-0.089486
-0.53269,0.3207,0.28855,0.91523,-0.043989,-0.67891,0.35702,0.22802,-0.064226,0.38018,-0.31929,-0.53065,-0.13403
-1,-0.098228,-0.095461,0.50931,0.2092,-0.49227,0.61355,-0.22198,-0.0059127,-0.052447,-0.24703,-0.69551,0.054785
-0.89709,0.36023,0.0575,0.046006,0.66799,-1,0.52867,0.4504,-0.18712,0.71084,-0.16386,-0.048804,-0.41228
-0.5051,-0.25726,0.42621,-0.26175,0.33009,-0.66621,0.34981,0.086302,0.10538,0.70257,0.23763,-0.072714,0.091491
